description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
"Apply best practices to staging repos See: https://github.com/kubernetes/community/pull/8308 for the best practices. To understand more about staging, see the docs at https://github.com/kubernetes/kubernetes/tree/master/staging For every repo in `staging/src/k8s.io` we should: 1. Update the README for each these repos to clarify that contributions including issues and PRs should be made to this repo instead of the ""staged"" copy. 2. Request that issues be disabled in github.com/kubernetes/org fo…",,,,,,Anecdotal,issue,,,,,,,,2025-04-15,github/BenTheElder,https://github.com/kubernetes/kubernetes/issues/131315,repo: kubernetes/kubernetes | keyword: best practice | state: closed
"fix: enhance websocket fallback to handle CRI incompatibility Previously, WebSocket fallback to SPDY only occurred for HTTP handshake errors (ErrBadHandshake). When CRI-O's WebSocket server terminates during initialization due to WebSocket v5 protocol incompatibility, kubectl debug would hang with ""websocket server finished before becoming ready"" errors instead of falling back to SPDY. <!-- Thanks for sending a pull request! Here are some tips for you: 1. If this is your first time, please read…",,,,,,Anecdotal,issue,,,,,,,,2025-08-08,github/sohankunkerkar,https://github.com/kubernetes/kubernetes/pull/133448,repo: kubernetes/kubernetes | keyword: best practice | state: closed
"> I got it， you are right. I didn't realize error is so important even though the error occurs during collecting debug info. Thanks, I learned. It is a good lesson for me. @carlory no worries, this happens when you got hit for this multiple times, something only you learn because you suffered it ... now you know 😄",,,,,,Anecdotal,comment,,,,,,,,2024-11-07,github/aojea,https://github.com/kubernetes/kubernetes/issues/128655#issuecomment-2462702572,repo: kubernetes/kubernetes | issue: Failure cluster [245f6915...]: Networking Granular Checks: Services should update endpoints: http | keyword: lesson learned
"I think we should refactor the API to reflect the lessons learned from our first discovery document. Details like separation of GVR from GVK and the handling of subresources should be first class concepts this time. Rather than try to determine that new API in the last two days before freeze, I think we should continue shaping the API with the plan of merging it early in 1.26 instead. Given that the PR was only opened three days ago, I think the timing on this was always very tight. @lavalamp s…",,,,,,Anecdotal,comment,,,,,,,,2022-07-28,github/deads2k,https://github.com/kubernetes/kubernetes/pull/111409#issuecomment-1198536637,repo: kubernetes/kubernetes | issue: Aggregated Discovery Endpoint | keyword: lesson learned
"> I think we should refactor the API to reflect the lessons learned from our first discovery document. Details like separation of GVR from GVK and the handling of subresources should be first class concepts this time. Rather than try to determine that new API in the last two days before freeze, I think we should continue shaping the API with the plan of merging it early in 1.26 instead. Given that the PR was only opened three days ago, I think the timing on this was always very tight. > > Danie…",,,,,,Anecdotal,comment,,,,,,,,2022-07-28,github/seans3,https://github.com/kubernetes/kubernetes/pull/111409#issuecomment-1198609892,repo: kubernetes/kubernetes | issue: Aggregated Discovery Endpoint | keyword: lesson learned
"When kube-proxy is in iptables mode, kube-proxy is not on the data path. By default the AWS ELB HC is configured: - TCP mode on the serviceNodePort. - every 10s with 5s timeout When the LB performs the node HC the TCP handshake reaches the pod doesn't stop at node level, so if you have a single pod in a big cluster, it likely get DDoSed by all this HCs, your pod needs to be able to deal with all this TCP connections. Or you should change the HC to stop at the node level, instead of reaching the…",,,,,,Anecdotal,comment,,,,,,,,2021-02-25,github/ltagliamonte-dd,https://github.com/kubernetes/kubernetes/issues/99373#issuecomment-785483463,repo: kubernetes/kubernetes | issue: AWS ELB healtcheck SYN Flood in pod | keyword: lesson learned
We have the same problem on K8s 1.25 and using HPA autoscaling/v2. The OP is on 1.25 also. Is anyone on 1.26+ having the issue as well? The only solution we could find was to disambiguate our `matchLabels` by including another label so there is no possible substring match on label combination. The saddest part about this workaround is that `matchLabels` are immutable. So you have to delete the Deployment and suffer the downtime until the new Deployment has rolled out. Not only that you lose all…,,,,,,Anecdotal,comment,,,,,,,,2024-04-17,github/ccmcbeck,https://github.com/kubernetes/kubernetes/issues/120875#issuecomment-2062615449,repo: kubernetes/kubernetes | issue: HPA stuck at maxReplicas even though metric under target | keyword: workaround
"> Anyone found a workaround or fix on this, I upgraded my kubernetes to v1.30 and deduct load testing on the environment then the autoscaler start to acting weird and keep scaling down and up on schedule even the metrics don't seem to be over the threshold. first of all I though it is a metrics server issue but I did upgrade it and tried to do scaling policies but without luck to fix the issue. Any update please? I did it using Keda autoscalling instead of default HPA",,,,,,Anecdotal,comment,,,,,,,,2025-01-19,github/gsGabriel,https://github.com/kubernetes/kubernetes/issues/120875#issuecomment-2601035476,repo: kubernetes/kubernetes | issue: HPA stuck at maxReplicas even though metric under target | keyword: workaround
Can we first explain in the issue what is the proposal? There is a long discussion about FIPS complain here https://github.com/kubernetes/kubernetes/issues/129075 and it seems better to tackle all these related issues in a single theme instead of individual PRs,,,,,,Anecdotal,comment,,,,,,,,2025-01-16,github/aojea,https://github.com/kubernetes/kubernetes/issues/129652#issuecomment-2595274252,repo: kubernetes/kubernetes | issue: Remove the MD5 hash function for FIPS compliance | keyword: workaround
"Instead of rewriting unwanted-dependencies, we can use `forbidigo` for preventing new usage: https://github.com/kubernetes/kubernetes/pull/133511 While doing that, I noticed the kubeadm usage is extremely trivial and self-contained, so I migrated it. The endpoints usage still needs working through, as do the others. /sig architecture /area code-organization",,,,,,Anecdotal,comment,,,,,,,,2025-08-14,github/BenTheElder,https://github.com/kubernetes/kubernetes/issues/129652#issuecomment-3186234245,repo: kubernetes/kubernetes | issue: Remove the MD5 hash function for FIPS compliance | keyword: workaround
"> Am I missing something? Is there another solution out there? Looks like someone linked to this issue in kube-image-keeper, which is a proxy to locally cache images from remote registries. It doesn't support mutable tags but it sounds like they're working on it. If they get that working, it would provide *somewhat* of a workaround for this issue in some cases, by making the local caching proxy the point of failure instead of the remote registry. Whether that's a better or a worse point of fail…",,,,,,Anecdotal,comment,,,,,,,,2023-11-07,github/Alibirb,https://github.com/kubernetes/kubernetes/issues/111822#issuecomment-1800277335,repo: kubernetes/kubernetes | issue: imagePullPolicy to pull latest image OR use existing image if repository unavailable | keyword: workaround
"/sig node until we have a wg-resource-management label From @flx42: > By default, kernels from different processes can't run on one GPU simultaneously (concurrency but not parallelism), they are time sliced. The Pascal architecture brings instruction-level preemption instead of block-level preemption, but context switches are not free. > Also, there is no way of partitioning GPU resources (SMs, memory), or even assignin priorities when sharing a card. You also have [MPS](https://docs.nvidia.com…",,,,,,Anecdotal,comment,,,,,,,,2017-09-20,github/RenaudWasTaken,https://github.com/kubernetes/kubernetes/issues/52757#issuecomment-330766518,repo: kubernetes/kubernetes | issue: Is sharing GPU to multiple containers feasible? | keyword: workaround
"I got around this limitation on elasticsearch because of work I had to do to avoid EBS volumes being unable to be assigned because they are in the wrong availability zone, i.e. I had created a statefulset per AZ. If I want to change some storage characteristic, I create a new ""AZ"" using the same storage class, and then migrate all the data to pods in that new AZ, then destroy the old AZ.",,,,,,Anecdotal,comment,,,,,,,,2019-02-22,github/DaveWHarvey,https://github.com/kubernetes/kubernetes/issues/68737#issuecomment-466514840,repo: kubernetes/kubernetes | issue: StatefulSet: support resize pvc storage in K8s v1.11 | keyword: workaround
"I have a problem with this approach (azure aks). Even after changing the stateful set disk size and applying it again, I still need to restart the pods as stated before but since the stateful set recreates the pods quickly, there's no time for the disk to be detached from the node and resized before the new pod attaches it again. This results on the pvc being stuck with `type: Resizing` (despite still working fine but with the old size instead of the new one). Looks like running `resize2fs` fro…",,,,,,Anecdotal,comment,,,,,,,,2019-05-17,github/guitmz,https://github.com/kubernetes/kubernetes/issues/68737#issuecomment-493433066,repo: kubernetes/kubernetes | issue: StatefulSet: support resize pvc storage in K8s v1.11 | keyword: workaround
"> I have a problem with this approach (azure aks). Even after changing the stateful set disk size and applying it again, I still need to restart the pods as stated before but since the stateful set recreates the pods quickly, there's no time for the disk to be detached from the node and resized before the new pod attaches it again. This results on the pvc being stuck with `type: Resizing` (despite still working fine but with the old size instead of the new one). > > Looks like running `resize2f…",,,,,,Anecdotal,comment,,,,,,,,2019-09-06,github/infa-ddeore,https://github.com/kubernetes/kubernetes/issues/68737#issuecomment-528752771,repo: kubernetes/kubernetes | issue: StatefulSet: support resize pvc storage in K8s v1.11 | keyword: workaround
Looks like someone tried to add support for this in https://github.com/kubernetes/enhancements/pull/660 but the PR has been open for ~10 months and awaiting requested changes for ~8 months. Are there any plans to merge the PR or is the workaround listed here the only solution?,,,,,,Anecdotal,comment,,,,,,,,2019-09-17,github/JamesBalazs,https://github.com/kubernetes/kubernetes/issues/68737#issuecomment-532206295,repo: kubernetes/kubernetes | issue: StatefulSet: support resize pvc storage in K8s v1.11 | keyword: workaround
"> This seems to work for embedded resources that must be namespaced. It's awkward for a couple reasons: If I'm following, (1), (2) and (3) all result in sub-par validation compared with the root resource. I'd be very interested in seeing that improved. my notes: (1) - This seems like a bug. We wouldn't see it on the root because we have built-in immutability validation. Is this also a problem with OpenAPI value validations? (e.g. a regex rule or length rule)? (2) - The ability to specify if nam…",,,,,,Anecdotal,comment,,,,,,,,2024-01-24,github/jpbetz,https://github.com/kubernetes/kubernetes/issues/122163#issuecomment-1907223578,repo: kubernetes/kubernetes | issue: Consider allowing CEL validation of metadata.namespace field of embedded resource | keyword: workaround
"can we please reopen this. it's a very valid use case and seems like a bug in k8s I should be able to set that I want 1 pod most time yet bring up the replacement pod in case of `kubectl drain` instead of getting stuck in a loop with ``` error when evicting pods/... (will retry after 5s): Cannot evict pod as it would violate the pod's disruption budget. ``` I can't think of a workaround, sadly, to achieve this rather simple mode (I would have expected indeed that either maxsurge or hpa or pdb w…",,,,,,Anecdotal,comment,,,,,,,,2022-09-26,github/ldemailly,https://github.com/kubernetes/kubernetes/issues/93476#issuecomment-1258433810,repo: kubernetes/kubernetes | issue: Allow scaling up to meet PDB constraints | keyword: workaround
"As per sig-node meeting today, thanks for a good discussion. With regard problem to have the ability to maintain CPUs during scaling - Try to find solution making local decision, but not ok to completely delegate to NRI, even lower layer. Reasoning this will create another layer of complexity to the system. - Try to redesign the cpu accumulator with this new requirement in mind. - Check https://github.com/kubernetes/enhancements/pull/4541 for inspiration - Try to find a solution with checkpoint…",,,,,,Anecdotal,comment,,,,,,,,2025-03-11,github/esotsal,https://github.com/kubernetes/kubernetes/pull/129719#issuecomment-2715258098,repo: kubernetes/kubernetes | issue: [WIP][FG:InPlacePodVerticalScaling] Fix Static CPU management policy alongside InPlacePodVerticalScaling | keyword: workaround
"Has there been an issue opened for this problem? The one explained after this specific issue has been closed: > This issue is also cause by changing the secret type. For example, if you have an env var in the deployment as a key/value, then you change the same env var but try to read from a kubernetes secret. Because there have been two workarounds given in the following comments but none of them seems to be the right way this should be working.",,,,,,Anecdotal,comment,,,,,,,,2020-04-22,github/Thematrixme,https://github.com/kubernetes/kubernetes/issues/46861#issuecomment-617838488,"repo: kubernetes/kubernetes | issue: ENV invalid: spec.template.spec.containers[0].env[14].valueFrom: Invalid value: """": may not be specified when `value` is not empty | keyword: workaround"
"I had the same problem. Reason: In my old deployment, I defined some Environment vars literally. But in the new deployment, I was defining them in the secret. Solution: I edited current deployment using `kubectl edit <DEPLOYMENT>` and removed the literally defined vars. Then ran `kubectl apply -f <NEW DEPLOYMENT YML FILE>` Have fun.",,,,,,Anecdotal,comment,,,,,,,,2020-06-12,github/MortezaHosseini,https://github.com/kubernetes/kubernetes/issues/46861#issuecomment-643101281,"repo: kubernetes/kubernetes | issue: ENV invalid: spec.template.spec.containers[0].env[14].valueFrom: Invalid value: """": may not be specified when `value` is not empty | keyword: workaround"
"For me, removing the dash (-) before the ""image"" word solved the problem... Yay! I think it was because I created with kubectl create and tried to update with kubectl apply, as mentioned above. So, I guess those two have a little different data structure...",,,,,,Anecdotal,comment,,,,,,,,2020-10-05,github/immortalize,https://github.com/kubernetes/kubernetes/issues/46861#issuecomment-703858205,"repo: kubernetes/kubernetes | issue: ENV invalid: spec.template.spec.containers[0].env[14].valueFrom: Invalid value: """": may not be specified when `value` is not empty | keyword: workaround"
"I found the issue here in our environment. We had blocked ICMP packets in the SG attached to the ENI of our API ELB (CLB these days). This meant that requests to fragment large packets were not getting back to the ELB. Because of that, the packet was never re-sent by the ELB, which meant it was lost. This breaks the TCP session and the connection resets. In short, make sure that ICMP is allowed between your Load Balancer and your hosts, and your MTU settings are correctly calibrated.",,,,,,Anecdotal,comment,,,,,,,,2018-06-01,github/integrii,https://github.com/kubernetes/kubernetes/issues/60140#issuecomment-393751563,repo: kubernetes/kubernetes | issue: kubectl cp fails on large files  | keyword: workaround
"Hi: I generally find this issue arises from network / service mesh inadequacy. The network is usually the last place people look - we just assume it's super fast. I've tried a myriad of configurations across many providers, local clusters etc., and this issue is common across all setups. The only common denominator in all these setups is the underlying network. Now, when I set up a K8 provider service like DO or Google Cloud I never run into this issue (or it's extremely rare). They obviously h…",,,,,,Anecdotal,comment,,,,,,,,2021-04-30,github/gridworkz,https://github.com/kubernetes/kubernetes/issues/61117#issuecomment-830231248,repo: kubernetes/kubernetes | issue: PLEG is not healthy | keyword: workaround
"> I can run on linux-5.6.10 without problems, but on linux-5.6 and linux-5.6.4 I get errors: @uablrek For v1.29.0, the minimal kernel version is linux-5.6.9 according to previous investigation: https://github.com/kubernetes/kubernetes/pull/122296#issuecomment-1864347600 > Yes, I managed to run it with 5.6 but only after 5.6.9. It's because nftables CLI ""Set NFT_SET_CONCAT flag for sets with concatenated ranges"" since [0.9.5](https://www.netfilter.org/projects/nftables/files/changes-nftables-0.9…",,,,,,Anecdotal,comment,,,,,,,,2024-01-04,github/tnqn,https://github.com/kubernetes/kubernetes/issues/122572#issuecomment-1877130093,repo: kubernetes/kubernetes | issue: nftables kube-proxy TODO | keyword: workaround
"picking up `reject connections on invalid ports of service IPs`. Instead of directly linking the services chain to service port chain (using verdict maps), can we create a new chain(service-ports) which links services chain to service-ports chain if daddr matches any of {cluster|loadbalancer|external}IP. We can then add a rule to match on service port verdict map in this new chain and simply reject if nothing matches. ```go // create set of IPs (cluster + loadbalancer + external) add set ip kub…",,,,,,Anecdotal,comment,,,,,,,,2024-01-10,github/aroradaman,https://github.com/kubernetes/kubernetes/issues/122572#issuecomment-1884474235,repo: kubernetes/kubernetes | issue: nftables kube-proxy TODO | keyword: workaround
"@bgrant0607: Cascade deletion should work for both, right? If a new secret is created (instead of updated), then the old will be deleted when is not used. Or am I missing something? In any case, if @IanLewis is working on this, or just to get another opinion, is nice to have :)",,,,,,Anecdotal,comment,,,,,,,,2016-04-13,github/rata,https://github.com/kubernetes/kubernetes/issues/22368#issuecomment-209565217,repo: kubernetes/kubernetes | issue: Facilitate ConfigMap rollouts / management | keyword: gotcha
"@stevekuznetsov It does (ish), see this bullet point: > More difficult to solve the cross-object ordering problem (**you have to wait for object X to hit at least objectVersion Y, instead of waiting to see any object with RV > Z**)",,,,,,Anecdotal,comment,,,,,,,,2022-09-22,github/lavalamp,https://github.com/kubernetes/kubernetes/issues/112684#issuecomment-1255537283,repo: kubernetes/kubernetes | issue: RV vs object-wide logical clock | keyword: gotcha
"I opened this as a separate PR because I have been asked several times for literal signals. Asking people to do something instead of signals, especially something kube-centric is a non-starter for people who have apps that need signals. We could ask them to bundle sidecars as bridges, but because we can not signal across containers, they have to bundle into their own containers. That is gross to max. On Fri, Apr 29, 2016 at 2:32 PM, Prashanth B notifications@github.com wrote: > We can just use …",,,,,,Anecdotal,comment,,,,,,,,2016-04-29,github/thockin,https://github.com/kubernetes/kubernetes/issues/24957#issuecomment-215897186,repo: kubernetes/kubernetes | issue: Feature request: A way to signal pods | keyword: gotcha
"You're missing the point. There are other things people want to do that involve sending a signal and ""create a config map, modify your container to include bash and pkill, modify your pod to mount the config map, write a script that runs your process and then watches the configmap and signals your process, and then run that instead of your real app"" is a crappy solution. It's a kludgey workaround for lack of a real feature. On Fri, Apr 29, 2016 at 3:27 PM, Prashanth B notifications@github.com w…",,,,,,Anecdotal,comment,,,,,,,,2016-04-30,github/thockin,https://github.com/kubernetes/kubernetes/issues/24957#issuecomment-215940195,repo: kubernetes/kubernetes | issue: Feature request: A way to signal pods | keyword: gotcha
"> write a script that runs your process and then watches the configmap and signals > your process, and then run that instead of your real app"" That's not part of what i want. I explicitly _don't_ want a long running process aware of the config map. > create a config map, modify your container to > include bash and pkill, modify your pod to mount the config map, I think this is trivial. Not bash, sh or ash. Or http. The same things you need for a probe, or a post start hook, or pre stop hook. co…",,,,,,Anecdotal,comment,,,,,,,,2016-04-30,github/bprashanth,https://github.com/kubernetes/kubernetes/issues/24957#issuecomment-215940524,repo: kubernetes/kubernetes | issue: Feature request: A way to signal pods | keyword: gotcha
And I'm trying not to end up with 2 overlapping concepts when you can achieve one with the other. Somehow I dont think people will be against a probe like thing instead of a straight signal.,,,,,,Anecdotal,comment,,,,,,,,2016-04-30,github/bprashanth,https://github.com/kubernetes/kubernetes/issues/24957#issuecomment-215940594,repo: kubernetes/kubernetes | issue: Feature request: A way to signal pods | keyword: gotcha
"It feels like a hack to me. I'd be fine with notifiers, and with notifiers attached to configmap changes, and with notifiers that included ""send a signal"". None of that obviates the utility of ""i want to signal my pods"" On Fri, Apr 29, 2016 at 10:55 PM, Prashanth B notifications@github.com wrote: > And I'm trying not to end up with 2 overlapping concepts when you can > achieve one with the other. Somehow I dont think people will be against a > probe like thing instead of a straight signal. > > …",,,,,,Anecdotal,comment,,,,,,,,2016-04-30,github/thockin,https://github.com/kubernetes/kubernetes/issues/24957#issuecomment-215940810,repo: kubernetes/kubernetes | issue: Feature request: A way to signal pods | keyword: gotcha
"I also view this as notification. I would prefer to expose an intentional API instead of something in terms of POSIX signals. I would take two actions to start with: 1. `bump` - signal the container somehow that a reload should happen of any config 2. `restart` - what it says on the tin The problems with an intentional API are: 1. The ways of carrying out intent are not going to be universal across platforms; we need to define them for each platform we support; we can say that on Linux, `bump` …",,,,,,Anecdotal,comment,,,,,,,,2016-05-24,github/pmorie,https://github.com/kubernetes/kubernetes/issues/24957#issuecomment-221173305,repo: kubernetes/kubernetes | issue: Feature request: A way to signal pods | keyword: gotcha
"I appreciate that wazero has no external dependencies, but it is still on the order of 50k LOC. Since we may run untrusted code, I would expect us to carefully audit any runtime we use. This is non-trivial, to say the least. Also, Go's lack of WASI support makes it impossible to use most of the k8s library code because tinygo cannot run it (and using an alternative compiler is not a valid approach in many envs). https://github.com/prep/wasmexec is an interesting workaround for that, but such an…",,,,,,Anecdotal,comment,,,,,,,,2022-10-05,github/enj,https://github.com/kubernetes/kubernetes/issues/112851#issuecomment-1267756458,repo: kubernetes/kubernetes | issue: Scheduler: introduce WASM runtime to scheduler and load scheduler plugins via WASM runtime | keyword: gotcha
> Also bumping netlink ([f8c7f3a](https://github.com/kubernetes/kubernetes/commit/f8c7f3a6a67f408b49a79db9b7784aac6ddfce4b)) should be the last commit of the PR instead of first. Done!,,,,,,Anecdotal,comment,,,,,,,,2025-02-07,github/adrianmoisey,https://github.com/kubernetes/kubernetes/pull/129704#issuecomment-2643103678,repo: kubernetes/kubernetes | issue: Add retries to some netlink calls | keyword: gotcha
"The race in https://github.com/kubernetes/kubernetes/issues/118612#issuecomment-2062039161 does not affect the dynamicresource plugin because I am avoiding the root cause (storing a locally modified copy of the object in the assume cache). I believe the volumebinding plugin is affected, but perhaps it doesn't matter there. In the dynamicresource plugin, I am handling the local modification with the ""in-flight claim"" map instead of the assume cache. The other race which does affect the dynamicre…",,,,,,Anecdotal,comment,,,,,,,,2024-04-20,github/pohly,https://github.com/kubernetes/kubernetes/issues/118612#issuecomment-2067619788,repo: kubernetes/kubernetes | issue: DRA: integration with cluster autoscaler | keyword: gotcha
"> I am having the exact same issue. Which repos did you use for install this? kubelet=1.23.17 kubeadm=1.23.17 kubectl=1.23.17 I had this Nameserver limits exceeded with more than three DNS servers when I was using ubuntu 22.04, I used instead Ubuntu 18.04.6 LTS and all worked fine. However after installing containerd, when you need to set systemd cgroup driver, you need to create the directory and file as I found it didn't exist /etc/containerd/config.toml and set it to the content shared on [h…",,,,,,Anecdotal,comment,,,,,,,,2024-03-22,github/Omar-Bensalah,https://github.com/kubernetes/kubernetes/issues/118461#issuecomment-2016090391,repo: kubernetes/kubernetes | issue: kube-proxy pods continuously CrashLoopBackOff | keyword: pro tip
"I also fix my issues, by using crictl commands. One of the reasons I got this messages, was because old, dead pods from other versions were there, running in a zombie state, or the like. To manually remove everything ( pods, pod images) by using crictl, helped a lot to keep the systems clean, before attempt a reinstall.",,,,,,Anecdotal,comment,,,,,,,,2024-04-09,github/bsdero,https://github.com/kubernetes/kubernetes/issues/118461#issuecomment-2046154559,repo: kubernetes/kubernetes | issue: kube-proxy pods continuously CrashLoopBackOff | keyword: pro tip
"Hi everyone, I've had a similar problem with my configuration. I'm working with a React JS app that I built and then shared in the nginx html folder. I created a `yaml` file with a reverse proxy because I need to create a proxy pass to a backend. In this file, I've: ```json location /api { proxy_pass https://domain-backend.com:8443/directory/services; proxy_http_version 1.1; proxy_set_header Upgrade $http_upgrade; proxy_set_header Connection 'upgrade'; proxy_set_header Host $host; proxy_cache_b…",,,,,,Anecdotal,comment,,,,,,,,2024-06-26,github/tomasmalio,https://github.com/kubernetes/kubernetes/issues/118461#issuecomment-2191029979,repo: kubernetes/kubernetes | issue: kube-proxy pods continuously CrashLoopBackOff | keyword: pro tip
"Can one of the admins verify that this patch is reasonable to test? If so, please reply ""ok to test"". (Note: ""add to whitelist"" is no longer supported. Please update configurations in [kubernetes/test-infra/jenkins/job-configs/kubernetes-jenkins-pull](https://github.com/kubernetes/test-infra/tree/master/jenkins/job-configs/kubernetes-jenkins-pull) instead.) This message may repeat a few times in short succession due to https://github.com/jenkinsci/ghprb-plugin/issues/292. Sorry. Otherwise, if t…",,,,,,Anecdotal,comment,,,,,,,,2016-07-05,github/k8s-bot,https://github.com/kubernetes/kubernetes/pull/28509#issuecomment-230594429,repo: kubernetes/kubernetes | issue: Update HumanResourcePrinter signature w single PrintOptions param | keyword: pro tip
"Can one of the admins verify that this patch is reasonable to test? If so, please reply ""ok to test"". (Note: ""add to whitelist"" is no longer supported. Please update configurations in [kubernetes/test-infra/jenkins/job-configs/kubernetes-jenkins-pull](https://github.com/kubernetes/test-infra/tree/master/jenkins/job-configs/kubernetes-jenkins-pull) instead.) This message may repeat a few times in short succession due to https://github.com/jenkinsci/ghprb-plugin/issues/292. Sorry. Otherwise, if t…",,,,,,Anecdotal,comment,,,,,,,,2016-07-05,github/k8s-bot,https://github.com/kubernetes/kubernetes/pull/28509#issuecomment-230594585,repo: kubernetes/kubernetes | issue: Update HumanResourcePrinter signature w single PrintOptions param | keyword: pro tip
"Can one of the admins verify that this patch is reasonable to test? If so, please reply ""ok to test"". (Note: ""add to whitelist"" is no longer supported. Please update configurations in [kubernetes/test-infra/jenkins/job-configs/kubernetes-jenkins-pull](https://github.com/kubernetes/test-infra/tree/master/jenkins/job-configs/kubernetes-jenkins-pull) instead.) This message may repeat a few times in short succession due to https://github.com/jenkinsci/ghprb-plugin/issues/292. Sorry. Otherwise, if t…",,,,,,Anecdotal,comment,,,,,,,,2016-07-05,github/k8s-bot,https://github.com/kubernetes/kubernetes/pull/28509#issuecomment-230594663,repo: kubernetes/kubernetes | issue: Update HumanResourcePrinter signature w single PrintOptions param | keyword: pro tip
"Can one of the admins verify that this patch is reasonable to test? If so, please reply ""ok to test"". (Note: ""add to whitelist"" is no longer supported. Please update configurations in [kubernetes/test-infra/jenkins/job-configs/kubernetes-jenkins-pull](https://github.com/kubernetes/test-infra/tree/master/jenkins/job-configs/kubernetes-jenkins-pull) instead.) This message may repeat a few times in short succession due to https://github.com/jenkinsci/ghprb-plugin/issues/292. Sorry. Otherwise, if t…",,,,,,Anecdotal,comment,,,,,,,,2016-07-05,github/k8s-bot,https://github.com/kubernetes/kubernetes/pull/28509#issuecomment-230594762,repo: kubernetes/kubernetes | issue: Update HumanResourcePrinter signature w single PrintOptions param | keyword: pro tip
"Can one of the admins verify that this patch is reasonable to test? If so, please reply ""ok to test"". (Note: ""add to whitelist"" is no longer supported. Please update configurations in [kubernetes/test-infra/jenkins/job-configs/kubernetes-jenkins-pull](https://github.com/kubernetes/test-infra/tree/master/jenkins/job-configs/kubernetes-jenkins-pull) instead.) This message may repeat a few times in short succession due to https://github.com/jenkinsci/ghprb-plugin/issues/292. Sorry. Otherwise, if t…",,,,,,Anecdotal,comment,,,,,,,,2016-07-05,github/k8s-bot,https://github.com/kubernetes/kubernetes/pull/28509#issuecomment-230594862,repo: kubernetes/kubernetes | issue: Update HumanResourcePrinter signature w single PrintOptions param | keyword: pro tip
"Can one of the admins verify that this patch is reasonable to test? If so, please reply ""ok to test"". (Note: ""add to whitelist"" is no longer supported. Please update configurations in [kubernetes/test-infra/jenkins/job-configs/kubernetes-jenkins-pull](https://github.com/kubernetes/test-infra/tree/master/jenkins/job-configs/kubernetes-jenkins-pull) instead.) This message may repeat a few times in short succession due to https://github.com/jenkinsci/ghprb-plugin/issues/292. Sorry. Otherwise, if t…",,,,,,Anecdotal,comment,,,,,,,,2016-07-07,github/k8s-bot,https://github.com/kubernetes/kubernetes/pull/28509#issuecomment-230994143,repo: kubernetes/kubernetes | issue: Update HumanResourcePrinter signature w single PrintOptions param | keyword: pro tip
"Use data-testid instead of aria-label for test selectors Grafana [currently recommends](https://github.com/grafana/grafana/blob/main/contribute/style-guides/e2e.md) using the aria-label attribute as a way to both describe elements in the UI and create selectors for using in unit and E2E tests. As the Grafana team has scaled, this is no longer a good recommendation because it ends up hampering accessibility by using _too many_ label that might not be that useful, or may be out of date. It also m…",,,,,,Anecdotal,issue,,,,,,,,2021-07-07,github/joshhunt,https://github.com/grafana/grafana/issues/36523,repo: grafana/grafana | keyword: best practice | state: open
"Workaround which I discovered: Discord is compatible with Slack Webhooks, so you can: 1. In Grafana, configure notification point for slack 2. Use the Discord webhook url and append `/slack` to it This will post a slack-style message to the discord webhook which it accepts. The slack-style message is formatted correctly. Best Regards Mydayyy",,,,,,Anecdotal,comment,,,,,,,,2024-10-08,github/Mydayyy,https://github.com/grafana/grafana/issues/86565#issuecomment-2400599992,repo: grafana/grafana | issue: Alerting: Discord alert message is above the title | keyword: workaround
This happens because message content is passed to content field in message. If Grafana would like to include it in embed instead it should be passed in description of the embed. Easiest solution to fix this problem temporarily is to disable it completely. Although I would prefer not using embed at all and instead use message content :smile: Above mentioned @Mydayyy solution wouldn't work when message includes Discord markdown. https://discord.com/developers/docs/resources/webhook#execute-webhook,,,,,,Anecdotal,comment,,,,,,,,2024-10-19,github/cwchristerw,https://github.com/grafana/grafana/issues/86565#issuecomment-2423648786,repo: grafana/grafana | issue: Alerting: Discord alert message is above the title | keyword: workaround
"> Workaround which I discovered: Discord is compatible with Slack Webhooks, so you can: > > 1. In Grafana, configure notification point for slack > > 2. Use the Discord webhook url and append `/slack` to it > > > This will post a slack-style message to the discord webhook which it accepts. The slack-style message is formatted correctly. > > Best Regards Mydayyy Thanks for this!",,,,,,Anecdotal,comment,,,,,,,,2025-01-23,github/erkston,https://github.com/grafana/grafana/issues/86565#issuecomment-2611087544,repo: grafana/grafana | issue: Alerting: Discord alert message is above the title | keyword: workaround
"Hi\! I'd like to work on this issue. From what I understand, the problem is that Discord alert messages appear above the title because the message content is being passed to the 'content' field instead of the embed's 'description' field. I'll investigate the Discord notification implementation and submit a PR to fix this.",,,,,,Anecdotal,comment,,,,,,,,2025-08-16,github/khj68,https://github.com/grafana/grafana/issues/86565#issuecomment-3193703861,repo: grafana/grafana | issue: Alerting: Discord alert message is above the title | keyword: workaround
Any chance this may be implemented? Or at least some sort of workaround. I am really tired of losing hours of works because my browser crashed and I forget to save the panel MANUALLY every 2-3 minutes.,,,,,,Anecdotal,comment,,,,,,,,2017-12-19,github/gusutabopb,https://github.com/grafana/grafana/issues/174#issuecomment-352663222,repo: grafana/grafana | issue: Auto-save option | keyword: workaround
