description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
"> Updated the description to add an ""Action required"" line and label. Does that get synced into the 1.34 changelog automatically at this stage in the cycle? Should we mention that these would've been silently ignored previously and therefore are safe to drop?",,,,,,Anecdotal,comment,,,,,,,,2025-08-12,github/BenTheElder,https://github.com/kubernetes/kubernetes/pull/131837#issuecomment-3180295947,repo: kubernetes/kubernetes | issue: Deny pod admission for static pods referencing API objects | keyword: best practice
x-ref: https://github.com/kubernetes/website/pull/51877#discussion_r2277577623 I think at least the release blog should make it clear that users can just remove these because they weren't doing anything before anyhow.,,,,,,Anecdotal,comment,,,,,,,,2025-08-14,github/BenTheElder,https://github.com/kubernetes/kubernetes/pull/131837#issuecomment-3189729954,repo: kubernetes/kubernetes | issue: Deny pod admission for static pods referencing API objects | keyword: best practice
"I filed https://github.com/kubernetes/kubernetes/issues/133535 because I think we should clear up the story about `.spec.priority` vs `.spec.priorityClassName` for static Pods. Doesn't need resolving for the release notes, but it is an open problem area (even if the answer is ""we've already decided what to do, now let's document that properly"").",,,,,,Anecdotal,comment,,,,,,,,2025-08-14,github/lmktfy,https://github.com/kubernetes/kubernetes/pull/131837#issuecomment-3189739765,repo: kubernetes/kubernetes | issue: Deny pod admission for static pods referencing API objects | keyword: best practice
"(fwiw, this PR didn't modify any behavior related to priority or priorityClassName ... agree we should think through what *should* happen and make it clear in documentation / tested behavior, etc)",,,,,,Anecdotal,comment,,,,,,,,2025-08-14,github/liggitt,https://github.com/kubernetes/kubernetes/pull/131837#issuecomment-3189757186,repo: kubernetes/kubernetes | issue: Deny pod admission for static pods referencing API objects | keyword: best practice
I still don't see this highlighted in action-required /urgent upgrade notice for: https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG/CHANGELOG-1.34.md#changelog-since-v1330 cc @kubernetes/release-team-docs @kubernetes/release-team,,,,,,Anecdotal,comment,,,,,,,,2025-08-18,github/BenTheElder,https://github.com/kubernetes/kubernetes/pull/131837#issuecomment-3197653834,repo: kubernetes/kubernetes | issue: Deny pod admission for static pods referencing API objects | keyword: best practice
"Fix build error nfacct Tests on s390x by Generating Custom Test Data on s390x <!-- Thanks for sending a pull request! Here are some tips for you: 1. If this is your first time, please read our contributor guidelines: https://git.k8s.io/community/contributors/guide/first-contribution.md#your-first-contribution and developer guide https://git.k8s.io/community/contributors/devel/development.md#development-guide 2. Please label this pull request according to what type of issue you are addressing, e…",,,,,,Anecdotal,issue,,,,,,,,2025-04-30,github/saisindhuri91,https://github.com/kubernetes/kubernetes/pull/131552,repo: kubernetes/kubernetes | keyword: best practice | state: closed
"<a href=""https://api.easycla.lfx.linuxfoundation.org/v2/repository-provider/github/sign/18706487/20580498/131552/#/?version=2""><img src=""https://s3.amazonaws.com/cla-project-logo-prod/cla-not-signed.svg"" alt=""CLA Not Signed"" align=""left"" height=""28"" width=""328""></a><br/><br /><ul><li><a href='https://api.easycla.lfx.linuxfoundation.org/v2/repository-provider/github/sign/18706487/20580498/131552/#/?version=2' target='_blank'>:x:</a> - login: @saisindhuri91 / name: saisindhuri91 . The commit (602…",,,,,,Anecdotal,comment,,,,,,,,2025-04-30,github/linux-foundation-easycla[bot],https://github.com/kubernetes/kubernetes/pull/131552#issuecomment-2841715392,repo: kubernetes/kubernetes | issue: Fix build error nfacct Tests on s390x by Generating Custom Test Data on s390x  | keyword: best practice
Welcome @saisindhuri91! <br><br>It looks like this is your first PR to <a href='https://github.com/kubernetes/kubernetes'>kubernetes/kubernetes</a> 🎉. Please refer to our [pull request process documentation](https://www.kubernetes.dev/docs/guide/pull-requests/) to help your PR have a smooth ride to approval. <br><br>You will be prompted by a bot to use commands during the review process. Do not be afraid to follow the prompts! It is okay to experiment. [Here is the bot commands documentation](h…,,,,,,Anecdotal,comment,,,,,,,,2025-04-30,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/131552#issuecomment-2841715583,repo: kubernetes/kubernetes | issue: Fix build error nfacct Tests on s390x by Generating Custom Test Data on s390x  | keyword: best practice
"This issue is currently awaiting triage. If a SIG or subproject determines this is a relevant issue, they will accept it by applying the `triage/accepted` label and provide further guidance. The `triage/accepted` label can be added by org members by writing `/triage accepted` in a comment. <details> Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull-requests.md). If you have questions or suggestions related to my beha…",,,,,,Anecdotal,comment,,,,,,,,2025-04-30,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/131552#issuecomment-2841715590,repo: kubernetes/kubernetes | issue: Fix build error nfacct Tests on s390x by Generating Custom Test Data on s390x  | keyword: best practice
"Hi @saisindhuri91. Thanks for your PR. I'm waiting for a [kubernetes](https://github.com/orgs/kubernetes/people) member to verify that this patch is reasonable to test. If it is, they should reply with `/ok-to-test` on its own line. Until that is done, I will not automatically test new commits in this PR, but the usual testing commands by org members will still work. Regular contributors should [join the org](https://git.k8s.io/community/community-membership.md#member) to skip this step. Once t…",,,,,,Anecdotal,comment,,,,,,,,2025-04-30,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/131552#issuecomment-2841715633,repo: kubernetes/kubernetes | issue: Fix build error nfacct Tests on s390x by Generating Custom Test Data on s390x  | keyword: best practice
"[APPROVALNOTIFIER] This PR is **NOT APPROVED** This pull-request has been approved by: *<a href=""https://github.com/kubernetes/kubernetes/pull/131552#"" title=""Author self-approved"">saisindhuri91</a>* **Once this PR has been reviewed and has the lgtm label**, please assign [andrewsykim](https://github.com/andrewsykim) for approval. For more information see [the Code Review Process](https://git.k8s.io/community/contributors/guide/owners.md#the-code-review-process). The full list of commands accep…",,,,,,Anecdotal,comment,,,,,,,,2025-04-30,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/131552#issuecomment-2841716252,repo: kubernetes/kubernetes | issue: Fix build error nfacct Tests on s390x by Generating Custom Test Data on s390x  | keyword: best practice
"This is not strictly-speaking an s390x thing, it's a ""big-endian platform"" thing. (Though I guess we don't support any other big-endian platforms?) The simpler fix would be to just skip the unit tests on big-endian platforms.",,,,,,Anecdotal,comment,,,,,,,,2025-05-01,github/danwinship,https://github.com/kubernetes/kubernetes/pull/131552#issuecomment-2845116190,repo: kubernetes/kubernetes | issue: Fix build error nfacct Tests on s390x by Generating Custom Test Data on s390x  | keyword: best practice
"> The simpler fix would be to just skip the unit tests on big-endian platforms +1 , we can also add a skip based on the platform, we are doing that for windows per example ``` if runtime.GOARCH == ""s390x"" { t.Skipf(""Test is not supported on GOARCH=%s"", runtime.GOARCH) } ``` https://github.com/kubernetes/kubernetes/blob/e1cf24670f6f97063d42be0a494f4096a4ccb81e/pkg/volume/fc/fc_test.go#L434-L437",,,,,,Anecdotal,comment,,,,,,,,2025-05-02,github/aojea,https://github.com/kubernetes/kubernetes/pull/131552#issuecomment-2847237999,repo: kubernetes/kubernetes | issue: Fix build error nfacct Tests on s390x by Generating Custom Test Data on s390x  | keyword: best practice
"So we finally got a real s390x cluster and the unit tests are failing on this architecture, specifically this test. https://testgrid.k8s.io/ibm-k8s-s390x#ci-kubernetes-unit-s390x",,,,,,Anecdotal,comment,,,,,,,,2025-08-18,github/upodroid,https://github.com/kubernetes/kubernetes/pull/131552#issuecomment-3196892392,repo: kubernetes/kubernetes | issue: Fix build error nfacct Tests on s390x by Generating Custom Test Data on s390x  | keyword: best practice
"list pods with resourceVersion when kubectl drain <!-- Thanks for sending a pull request! Here are some tips for you: 1. If this is your first time, please read our contributor guidelines: https://git.k8s.io/community/contributors/guide/first-contribution.md#your-first-contribution and developer guide https://git.k8s.io/community/contributors/devel/development.md#development-guide 2. Please label this pull request according to what type of issue you are addressing, especially if this is a relea…",,,,,,Anecdotal,issue,,,,,,,,2025-03-10,github/Sakuralbj,https://github.com/kubernetes/kubernetes/pull/130682,repo: kubernetes/kubernetes | keyword: best practice | state: closed
"Adding the ""do-not-merge/release-note-label-needed"" label because no release-note block was detected, please follow our [release note process](https://git.k8s.io/community/contributors/guide/release-notes.md) to remove it. <details> Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull-requests.md). If you have questions or suggestions related to my behavior, please file an issue against the [kubernetes-sigs/prow](https:…",,,,,,Anecdotal,comment,,,,,,,,2025-03-10,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/130682#issuecomment-2710035258,repo: kubernetes/kubernetes | issue: list pods with resourceVersion when kubectl drain | keyword: best practice
"[APPROVALNOTIFIER] This PR is **NOT APPROVED** This pull-request has been approved by: *<a href=""https://github.com/kubernetes/kubernetes/pull/130682#"" title=""Author self-approved"">Sakuralbj</a>* **Once this PR has been reviewed and has the lgtm label**, please assign [ardaguclu](https://github.com/ardaguclu) for approval. For more information see [the Code Review Process](https://git.k8s.io/community/contributors/guide/owners.md#the-code-review-process). The full list of commands accepted by t…",,,,,,Anecdotal,comment,,,,,,,,2025-03-10,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/130682#issuecomment-2710035421,repo: kubernetes/kubernetes | issue: list pods with resourceVersion when kubectl drain | keyword: best practice
"This issue is currently awaiting triage. If a SIG or subproject determines this is a relevant issue, they will accept it by applying the `triage/accepted` label and provide further guidance. The `triage/accepted` label can be added by org members by writing `/triage accepted` in a comment. <details> Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull-requests.md). If you have questions or suggestions related to my beha…",,,,,,Anecdotal,comment,,,,,,,,2025-03-10,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/130682#issuecomment-2710035555,repo: kubernetes/kubernetes | issue: list pods with resourceVersion when kubectl drain | keyword: best practice
"Hi @Sakuralbj. Thanks for your PR. I'm waiting for a [kubernetes](https://github.com/orgs/kubernetes/people) member to verify that this patch is reasonable to test. If it is, they should reply with `/ok-to-test` on its own line. Until that is done, I will not automatically test new commits in this PR, but the usual testing commands by org members will still work. Regular contributors should [join the org](https://git.k8s.io/community/community-membership.md#member) to skip this step. Once the p…",,,,,,Anecdotal,comment,,,,,,,,2025-03-10,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/130682#issuecomment-2710035618,repo: kubernetes/kubernetes | issue: list pods with resourceVersion when kubectl drain | keyword: best practice
"Changelog suggestion ```diff -In a large-scale cluster without the ConsistentReadFromCache feature enabled, draining nodes without resourceVersion can impose significant pressure on etcd, impacting the stability of cluster. +Changed `kubectl` to watch nodes with `resourceVersion` whilst draining. In a large cluster that does not have the _consistent reads from cache_ feature active, draining nodes without `resourceVersion` can impose significant pressure on etcd; this change provides a client-s…",,,,,,Anecdotal,comment,,,,,,,,2025-03-20,github/sftim,https://github.com/kubernetes/kubernetes/pull/130682#issuecomment-2741460265,repo: kubernetes/kubernetes | issue: list pods with resourceVersion when kubectl drain | keyword: best practice
"The Kubernetes project currently lacks enough contributors to adequately respond to all PRs. This bot triages PRs according to the following rules: - After 90d of inactivity, `lifecycle/stale` is applied - After 30d of inactivity since `lifecycle/stale` was applied, `lifecycle/rotten` is applied - After 30d of inactivity since `lifecycle/rotten` was applied, the PR is closed You can: - Mark this PR as fresh with `/remove-lifecycle stale` - Close this PR with `/close` - Offer to help out with [I…",,,,,,Anecdotal,comment,,,,,,,,2025-06-19,github/k8s-triage-robot,https://github.com/kubernetes/kubernetes/pull/130682#issuecomment-2986764251,repo: kubernetes/kubernetes | issue: list pods with resourceVersion when kubectl drain | keyword: best practice
"The Kubernetes project currently lacks enough active contributors to adequately respond to all PRs. This bot triages PRs according to the following rules: - After 90d of inactivity, `lifecycle/stale` is applied - After 30d of inactivity since `lifecycle/stale` was applied, `lifecycle/rotten` is applied - After 30d of inactivity since `lifecycle/rotten` was applied, the PR is closed You can: - Mark this PR as fresh with `/remove-lifecycle rotten` - Close this PR with `/close` - Offer to help out…",,,,,,Anecdotal,comment,,,,,,,,2025-07-19,github/k8s-triage-robot,https://github.com/kubernetes/kubernetes/pull/130682#issuecomment-3091936828,repo: kubernetes/kubernetes | issue: list pods with resourceVersion when kubectl drain | keyword: best practice
"The Kubernetes project currently lacks enough active contributors to adequately respond to all issues and PRs. This bot triages PRs according to the following rules: - After 90d of inactivity, `lifecycle/stale` is applied - After 30d of inactivity since `lifecycle/stale` was applied, `lifecycle/rotten` is applied - After 30d of inactivity since `lifecycle/rotten` was applied, the PR is closed You can: - Reopen this PR with `/reopen` - Mark this PR as fresh with `/remove-lifecycle rotten` - Offe…",,,,,,Anecdotal,comment,,,,,,,,2025-08-18,github/k8s-triage-robot,https://github.com/kubernetes/kubernetes/pull/130682#issuecomment-3195366945,repo: kubernetes/kubernetes | issue: list pods with resourceVersion when kubectl drain | keyword: best practice
"@k8s-triage-robot: Closed this PR. <details> In response to [this](https://github.com/kubernetes/kubernetes/pull/130682#issuecomment-3195366945): >The Kubernetes project currently lacks enough active contributors to adequately respond to all issues and PRs. > >This bot triages PRs according to the following rules: >- After 90d of inactivity, `lifecycle/stale` is applied >- After 30d of inactivity since `lifecycle/stale` was applied, `lifecycle/rotten` is applied >- After 30d of inactivity since…",,,,,,Anecdotal,comment,,,,,,,,2025-08-18,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/130682#issuecomment-3195367214,repo: kubernetes/kubernetes | issue: list pods with resourceVersion when kubectl drain | keyword: best practice
"kubelet: Fix crashloop backoff not applied on first container restart <!-- Thanks for sending a pull request! Here are some tips for you: 1. If this is your first time, please read our contributor guidelines: https://git.k8s.io/community/contributors/guide/first-contribution.md#your-first-contribution and developer guide https://git.k8s.io/community/contributors/devel/development.md#development-guide 2. Please label this pull request according to what type of issue you are addressing, especiall…",,,,,,Anecdotal,issue,,,,,,,,2025-08-16,github/xigang,https://github.com/kubernetes/kubernetes/pull/133577,repo: kubernetes/kubernetes | keyword: best practice | state: closed
"Please note that we're already in [Test Freeze](https://github.com/kubernetes/sig-release/blob/master/releases/release_phases.md#test-freeze) for the `release-1.34` branch. This means every merged PR will be automatically fast-forwarded via the periodic [ci-fast-forward](https://testgrid.k8s.io/sig-release-releng-blocking#git-repo-kubernetes-fast-forward) job to the release branch of the upcoming v1.34.0 release. Fast forwards are scheduled to happen every 6 hours, whereas the most recent run w…",,,,,,Anecdotal,comment,,,,,,,,2025-08-16,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/133577#issuecomment-3193670070,repo: kubernetes/kubernetes | issue: kubelet: Fix crashloop backoff not applied on first container restart | keyword: best practice
"This issue is currently awaiting triage. If a SIG or subproject determines this is a relevant issue, they will accept it by applying the `triage/accepted` label and provide further guidance. The `triage/accepted` label can be added by org members by writing `/triage accepted` in a comment. <details> Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull-requests.md). If you have questions or suggestions related to my beha…",,,,,,Anecdotal,comment,,,,,,,,2025-08-16,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/133577#issuecomment-3193670108,repo: kubernetes/kubernetes | issue: kubelet: Fix crashloop backoff not applied on first container restart | keyword: best practice
"[APPROVALNOTIFIER] This PR is **NOT APPROVED** This pull-request has been approved by: *<a href=""https://github.com/kubernetes/kubernetes/pull/133577#"" title=""Author self-approved"">xigang</a>* **Once this PR has been reviewed and has the lgtm label**, please assign [sjenning](https://github.com/sjenning) for approval. For more information see [the Code Review Process](https://git.k8s.io/community/contributors/guide/owners.md#the-code-review-process). The full list of commands accepted by this b…",,,,,,Anecdotal,comment,,,,,,,,2025-08-16,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/133577#issuecomment-3193670160,repo: kubernetes/kubernetes | issue: kubelet: Fix crashloop backoff not applied on first container restart | keyword: best practice
"@xigang: The following tests **failed**, say `/retest` to rerun all failed tests or `/retest-required` to rerun all mandatory failed tests: Test name | Commit | Details | Required | Rerun command --- | --- | --- | --- | --- pull-kubernetes-conformance-kind-ga-only-parallel | 2f9b2bcffe00c86c8c7216bb6024fe9779bc7236 | [link](https://prow.k8s.io/view/gs/kubernetes-ci-logs/pr-logs/pull/133577/pull-kubernetes-conformance-kind-ga-only-parallel/1956740847848394752) | true | `/test pull-kubernetes-con…",,,,,,Anecdotal,comment,,,,,,,,2025-08-16,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/133577#issuecomment-3193772194,repo: kubernetes/kubernetes | issue: kubelet: Fix crashloop backoff not applied on first container restart | keyword: best practice
"@xigang: Closed this PR. <details> In response to [this](https://github.com/kubernetes/kubernetes/pull/133577#issuecomment-3194359584): >/close Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull-requests.md). If you have questions or suggestions related to my behavior, please file an issue against the [kubernetes-sigs/prow](https://github.com/kubernetes-sigs/prow/issues/new?title=Prow%20issue:) repository. </details>",,,,,,Anecdotal,comment,,,,,,,,2025-08-17,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/133577#issuecomment-3194359622,repo: kubernetes/kubernetes | issue: kubelet: Fix crashloop backoff not applied on first container restart | keyword: best practice
"The expected behavior of the Kubelet is that a container should be restarted immediately after the first failure, and only from the second failure onward should it enter exponential backoff. This change violates that behavioral contract, directly impacting the timing assumptions and state checks of a series of e2e/consistency tests.",,,,,,Anecdotal,comment,,,,,,,,2025-08-17,github/xigang,https://github.com/kubernetes/kubernetes/pull/133577#issuecomment-3194361569,repo: kubernetes/kubernetes | issue: kubelet: Fix crashloop backoff not applied on first container restart | keyword: best practice
"Clean(pkg/apis) use generic sets rather than deprecated sets struct and method <!-- Thanks for sending a pull request! Here are some tips for you: 1. If this is your first time, please read our contributor guidelines: https://git.k8s.io/community/contributors/guide/first-contribution.md#your-first-contribution and developer guide https://git.k8s.io/community/contributors/devel/development.md#development-guide 2. Please label this pull request according to what type of issue you are addressing, …",,,,,,Anecdotal,issue,,,,,,,,2025-02-10,github/ab1stone,https://github.com/kubernetes/kubernetes/pull/130065,repo: kubernetes/kubernetes | keyword: best practice | state: closed
"Adding the ""do-not-merge/release-note-label-needed"" label because no release-note block was detected, please follow our [release note process](https://git.k8s.io/community/contributors/guide/release-notes.md) to remove it. <details> Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull-requests.md). If you have questions or suggestions related to my behavior, please file an issue against the [kubernetes-sigs/prow](https:…",,,,,,Anecdotal,comment,,,,,,,,2025-02-10,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/130065#issuecomment-2647620437,repo: kubernetes/kubernetes | issue: Clean(pkg/apis) use generic sets rather than deprecated sets struct and method | keyword: best practice
"This issue is currently awaiting triage. If a SIG or subproject determines this is a relevant issue, they will accept it by applying the `triage/accepted` label and provide further guidance. The `triage/accepted` label can be added by org members by writing `/triage accepted` in a comment. <details> Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull-requests.md). If you have questions or suggestions related to my beha…",,,,,,Anecdotal,comment,,,,,,,,2025-02-10,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/130065#issuecomment-2647620683,repo: kubernetes/kubernetes | issue: Clean(pkg/apis) use generic sets rather than deprecated sets struct and method | keyword: best practice
"Hi @ab1stone. Thanks for your PR. I'm waiting for a [kubernetes](https://github.com/orgs/kubernetes/people) member to verify that this patch is reasonable to test. If it is, they should reply with `/ok-to-test` on its own line. Until that is done, I will not automatically test new commits in this PR, but the usual testing commands by org members will still work. Regular contributors should [join the org](https://git.k8s.io/community/community-membership.md#member) to skip this step. Once the pa…",,,,,,Anecdotal,comment,,,,,,,,2025-02-10,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/130065#issuecomment-2647620710,repo: kubernetes/kubernetes | issue: Clean(pkg/apis) use generic sets rather than deprecated sets struct and method | keyword: best practice
"[APPROVALNOTIFIER] This PR is **NOT APPROVED** This pull-request has been approved by: *<a href=""https://github.com/kubernetes/kubernetes/pull/130065#"" title=""Author self-approved"">ab1stone</a>* **Once this PR has been reviewed and has the lgtm label**, please assign [deads2k](https://github.com/deads2k) for approval. For more information see [the Code Review Process](https://git.k8s.io/community/contributors/guide/owners.md#the-code-review-process). The full list of commands accepted by this b…",,,,,,Anecdotal,comment,,,,,,,,2025-02-10,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/130065#issuecomment-2647621544,repo: kubernetes/kubernetes | issue: Clean(pkg/apis) use generic sets rather than deprecated sets struct and method | keyword: best practice
"@ab1stone: GitHub didn't allow me to request PR reviews from the following users: ab1stone. Note that only [kubernetes members](https://github.com/orgs/kubernetes/people) and repo collaborators can review this PR, and authors cannot review their own PRs. <details> In response to [this](https://github.com/kubernetes/kubernetes/pull/130065#issuecomment-2647629410): >/cc Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull…",,,,,,Anecdotal,comment,,,,,,,,2025-02-10,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/130065#issuecomment-2647629522,repo: kubernetes/kubernetes | issue: Clean(pkg/apis) use generic sets rather than deprecated sets struct and method | keyword: best practice
"The Kubernetes project currently lacks enough contributors to adequately respond to all PRs. This bot triages PRs according to the following rules: - After 90d of inactivity, `lifecycle/stale` is applied - After 30d of inactivity since `lifecycle/stale` was applied, `lifecycle/rotten` is applied - After 30d of inactivity since `lifecycle/rotten` was applied, the PR is closed You can: - Mark this PR as fresh with `/remove-lifecycle stale` - Close this PR with `/close` - Offer to help out with [I…",,,,,,Anecdotal,comment,,,,,,,,2025-06-18,github/k8s-triage-robot,https://github.com/kubernetes/kubernetes/pull/130065#issuecomment-2982601185,repo: kubernetes/kubernetes | issue: Clean(pkg/apis) use generic sets rather than deprecated sets struct and method | keyword: best practice
"The Kubernetes project currently lacks enough active contributors to adequately respond to all PRs. This bot triages PRs according to the following rules: - After 90d of inactivity, `lifecycle/stale` is applied - After 30d of inactivity since `lifecycle/stale` was applied, `lifecycle/rotten` is applied - After 30d of inactivity since `lifecycle/rotten` was applied, the PR is closed You can: - Mark this PR as fresh with `/remove-lifecycle rotten` - Close this PR with `/close` - Offer to help out…",,,,,,Anecdotal,comment,,,,,,,,2025-07-18,github/k8s-triage-robot,https://github.com/kubernetes/kubernetes/pull/130065#issuecomment-3086652954,repo: kubernetes/kubernetes | issue: Clean(pkg/apis) use generic sets rather than deprecated sets struct and method | keyword: best practice
"The Kubernetes project currently lacks enough active contributors to adequately respond to all issues and PRs. This bot triages PRs according to the following rules: - After 90d of inactivity, `lifecycle/stale` is applied - After 30d of inactivity since `lifecycle/stale` was applied, `lifecycle/rotten` is applied - After 30d of inactivity since `lifecycle/rotten` was applied, the PR is closed You can: - Reopen this PR with `/reopen` - Mark this PR as fresh with `/remove-lifecycle rotten` - Offe…",,,,,,Anecdotal,comment,,,,,,,,2025-08-17,github/k8s-triage-robot,https://github.com/kubernetes/kubernetes/pull/130065#issuecomment-3194127596,repo: kubernetes/kubernetes | issue: Clean(pkg/apis) use generic sets rather than deprecated sets struct and method | keyword: best practice
"@k8s-triage-robot: Closed this PR. <details> In response to [this](https://github.com/kubernetes/kubernetes/pull/130065#issuecomment-3194127596): >The Kubernetes project currently lacks enough active contributors to adequately respond to all issues and PRs. > >This bot triages PRs according to the following rules: >- After 90d of inactivity, `lifecycle/stale` is applied >- After 30d of inactivity since `lifecycle/stale` was applied, `lifecycle/rotten` is applied >- After 30d of inactivity since…",,,,,,Anecdotal,comment,,,,,,,,2025-08-17,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/130065#issuecomment-3194127633,repo: kubernetes/kubernetes | issue: Clean(pkg/apis) use generic sets rather than deprecated sets struct and method | keyword: best practice
"cleanup: remove redundant cleanFlagSet nil check <!-- Thanks for sending a pull request! Here are some tips for you: 1. If this is your first time, please read our contributor guidelines: https://git.k8s.io/community/contributors/guide/first-contribution.md#your-first-contribution and developer guide https://git.k8s.io/community/contributors/devel/development.md#development-guide 2. Please label this pull request according to what type of issue you are addressing, especially if this is a releas…",,,,,,Anecdotal,issue,,,,,,,,2025-07-22,github/xigang,https://github.com/kubernetes/kubernetes/pull/133125,repo: kubernetes/kubernetes | keyword: best practice | state: closed
"This issue is currently awaiting triage. If a SIG or subproject determines this is a relevant issue, they will accept it by applying the `triage/accepted` label and provide further guidance. The `triage/accepted` label can be added by org members by writing `/triage accepted` in a comment. <details> Instructions for interacting with me using PR comments are available [here](https://git.k8s.io/community/contributors/guide/pull-requests.md). If you have questions or suggestions related to my beha…",,,,,,Anecdotal,comment,,,,,,,,2025-07-22,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/133125#issuecomment-3103204314,repo: kubernetes/kubernetes | issue: cleanup: remove redundant cleanFlagSet nil check | keyword: best practice
"[APPROVALNOTIFIER] This PR is **NOT APPROVED** This pull-request has been approved by: *<a href=""https://github.com/kubernetes/kubernetes/pull/133125#"" title=""Author self-approved"">xigang</a>* **Once this PR has been reviewed and has the lgtm label**, please assign [dchen1107](https://github.com/dchen1107) for approval. For more information see [the Code Review Process](https://git.k8s.io/community/contributors/guide/owners.md#the-code-review-process). The full list of commands accepted by this…",,,,,,Anecdotal,comment,,,,,,,,2025-07-22,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/133125#issuecomment-3103205413,repo: kubernetes/kubernetes | issue: cleanup: remove redundant cleanFlagSet nil check | keyword: best practice
"Docs: Clarify that this is a staging repository and not for direct contributions <!-- Thanks for sending a pull request! Here are some tips for you: 1. If this is your first time, please read our contributor guidelines: https://git.k8s.io/community/contributors/guide/first-contribution.md#your-first-contribution and developer guide https://git.k8s.io/community/contributors/devel/development.md#development-guide 2. Please label this pull request according to what type of issue you are addressing…",,,,,,Anecdotal,issue,,,,,,,,2025-04-17,github/sAchin-680,https://github.com/kubernetes/kubernetes/pull/131351,repo: kubernetes/kubernetes | keyword: best practice | state: closed
"Please note that we're already in [Test Freeze](https://github.com/kubernetes/sig-release/blob/master/releases/release_phases.md#test-freeze) for the `release-1.33` branch. This means every merged PR will be automatically fast-forwarded via the periodic [ci-fast-forward](https://testgrid.k8s.io/sig-release-releng-blocking#git-repo-kubernetes-fast-forward) job to the release branch of the upcoming v1.33.0 release. Fast forwards are scheduled to happen every 6 hours, whereas the most recent run w…",,,,,,Anecdotal,comment,,,,,,,,2025-04-17,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/131351#issuecomment-2812726950,repo: kubernetes/kubernetes | issue: Docs: Clarify that this is a staging repository and not for direct contributions | keyword: best practice
Welcome @sAchin-680! <br><br>It looks like this is your first PR to <a href='https://github.com/kubernetes/kubernetes'>kubernetes/kubernetes</a> 🎉. Please refer to our [pull request process documentation](https://git.k8s.io/community/contributors/guide/pull-requests.md) to help your PR have a smooth ride to approval. <br><br>You will be prompted by a bot to use commands during the review process. Do not be afraid to follow the prompts! It is okay to experiment. [Here is the bot commands documen…,,,,,,Anecdotal,comment,,,,,,,,2025-04-17,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/131351#issuecomment-2812727120,repo: kubernetes/kubernetes | issue: Docs: Clarify that this is a staging repository and not for direct contributions | keyword: best practice
"Hi @sAchin-680. Thanks for your PR. I'm waiting for a [kubernetes](https://github.com/orgs/kubernetes/people) member to verify that this patch is reasonable to test. If it is, they should reply with `/ok-to-test` on its own line. Until that is done, I will not automatically test new commits in this PR, but the usual testing commands by org members will still work. Regular contributors should [join the org](https://git.k8s.io/community/community-membership.md#member) to skip this step. Once the …",,,,,,Anecdotal,comment,,,,,,,,2025-04-17,github/k8s-ci-robot,https://github.com/kubernetes/kubernetes/pull/131351#issuecomment-2812727165,repo: kubernetes/kubernetes | issue: Docs: Clarify that this is a staging repository and not for direct contributions | keyword: best practice
