description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
"Avoid publishing wrapper modules as separate entities, instead incorporate 'module' blocks directly in the root module.","This approach reduces the extra boilerplate of declaring the union of all variables of the child modules you're wrapping. It keeps the module structure 'flat', making it easier to manage and understand.",Managing complex module structures,Efficiency,4,4,Observed,rule-of-thumb,Code Management,N,nan,nan,nan,nan,nan,2022-08-19,github/apparentlymart,https://github.com/hashicorp/terraform/issues/31485#issuecomment-1221143323,repo: hashicorp/terraform | issue: [Feature] Module Variable and Output Inheritance (or simular) | keyword: best practice
Use cryptographically secure methods for storing sensitive values,"Non-secure methods like hashing can be reversed, exposing sensitive data. Cryptographically secure methods provide a higher level of security, reducing the risk of data breaches.",Storing sensitive values in files,Risk,4,4,Anecdotal,rule-of-thumb,Data Security,N,nan,nan,nan,nan,nan,2016-01-22,github/johnrengelman,https://github.com/hashicorp/terraform/issues/516#issuecomment-173926752,repo: hashicorp/terraform | issue: Storing sensitive values in state files | keyword: best practice
Avoid dynamic templates in your codebase to reduce confusion and frustration.,"Dynamic templates can cause confusion due to issues such as double-escaping errors. These errors are often difficult to interpret as they are returned at the Terraform layer, leading to increased frustration and time spent debugging.",Codebase management and debugging,Efficiency,4,4,Observed,rule-of-thumb,Code Management,N,nan,nan,nan,nan,nan,2020-05-18,github/apparentlymart,https://github.com/hashicorp/terraform/pull/24978#issuecomment-630337484,repo: hashicorp/terraform | issue: lang/funcs: add template function | keyword: best practice
Avoid using dynamic templates in Terraform to reduce confusion and frustration.,"Dynamic templates can lead to double-escaping errors and unclear error messages. By avoiding them, you can reduce confusion and frustration, and make error messages easier to interpret.",Terraform template rendering,Efficiency,4,5,Observed,rule-of-thumb,Error Management,N,nan,nan,nan,nan,nan,2020-05-19,github/barryib,https://github.com/hashicorp/terraform/pull/24978#issuecomment-631062552,repo: hashicorp/terraform | issue: lang/funcs: add template function | keyword: best practice
Use UI mockups to visualize potential changes during software development phases.,"UI mockups can help to visualize and communicate potential changes in a software development project. This can help to identify potential issues or improvements early in the development process, before significant resources have been invested in implementation.","Software development, UI design",Efficiency,4,4,Observed,rule-of-thumb,Project Management,N,nan,nan,nan,nan,nan,2020-09-03,github/apparentlymart,https://github.com/hashicorp/terraform/issues/26093#issuecomment-686763063,repo: hashicorp/terraform | issue: Ability to preview changes for Refresh Command | keyword: best practice
Use 'terraform apply -refresh-only' instead of 'terraform refresh' for previewing changes,The 'terraform apply -refresh-only' command activates one of Terraform's planning modes -- 'Refresh-only' mode -- which effectively allows you to preview changes without applying them. This is a more efficient way to check for potential issues before making any changes.,Previewing changes in Terraform,Efficiency,4,5,Observed,workaround,Code Management,N,nan,nan,nan,nan,nan,2025-01-28,github/apparentlymart,https://github.com/hashicorp/terraform/issues/26093#issuecomment-2617489040,repo: hashicorp/terraform | issue: Ability to preview changes for Refresh Command | keyword: best practice
Avoid bypassing Terraform's existence check when creating new workspaces.,"Bypassing Terraform's existence check may lead to unintended side effects, such as the new workspace being created as a result of writing its new state, rather than as an explicit action. This could lead to confusion and potential errors in the future.",Creating new workspaces in Terraform,Risk,4,5,Observed,warning,Software Development,N,nan,nan,nan,nan,nan,2018-03-22,github/apparentlymart,https://github.com/hashicorp/terraform/issues/15874#issuecomment-375447707,repo: hashicorp/terraform | issue: Document $TF_WORKSPACE | keyword: lesson learned
Use 'prevent_destroy' to selectively protect resources in code deployment,"In code deployment, there may be resources that you want to protect from being destroyed. By marking these resources with 'prevent_destroy', you can ensure they are not destroyed even when you run 'destroy' command. This is a workaround to the lack of inverse targeting or exclude feature.",Selective resource protection in code deployment,Risk,3,4,Observed,workaround,Code Deployment,N,nan,nan,nan,nan,nan,2017-10-09,github/ColOfAbRiX,https://github.com/hashicorp/terraform/issues/2253#issuecomment-335145477,repo: hashicorp/terraform | issue: feature request: inverse targeting / exclude | keyword: workaround
Use '-state=...' option selectively with terraform commands as it behaves differently for 'terraform workspace new'.,"The '-state=...' option is a legacy option for the local backend only. However, for 'terraform workspace new', the command handles the option inline itself rather than passing it over to the backend as other commands do. This can lead to unexpected behavior if not used correctly.",Using terraform in cloud environments,Efficiency,4,4,Observed,workaround,Cloud Management,N,nan,nan,nan,nan,nan,2021-10-29,github/apparentlymart,https://github.com/hashicorp/terraform/issues/29819#issuecomment-955087649,repo: hashicorp/terraform | issue: Creating a new workspace with `terraform workspace new -state=tf.state.default` does not work for s3 remote state. | keyword: workaround
Use `terraform show -json planfile` to get a full verbose plan.,"This workaround allows you to view the full verbose plan in JSON format, which can be easier to parse and analyze than the default output. It's a useful technique when the standard `terraform state show` command doesn't provide enough detail.",Need for detailed terraform plan,Efficiency,4,5,Observed,workaround,Data Analysis,N,nan,nan,nan,nan,nan,2022-02-13,github/dduleep,https://github.com/hashicorp/terraform/issues/27547#issuecomment-1038019629,repo: hashicorp/terraform | issue: Feature Request:  Verbose option for plan | keyword: workaround
Use XDG Base Directory Specification on Linux to organize Terraform configuration and cache files,"Following the XDG Base Directory Specification allows for a more organized file system, making it easier to locate and manage configuration and cache files. This reduces clutter in the home directory and separates configuration from cache, which can be safely deleted.",Organizing Terraform files on Linux,Efficiency,4,4,Observed,workaround,File Management,N,nan,nan,nan,nan,nan,2017-06-23,github/jleclanche,https://github.com/hashicorp/terraform/issues/15389,repo: hashicorp/terraform | keyword: workaround | state: open
Use XDG directories for backup and synchronization to reduce cognitive load.,"XDG directories provide a structured and standardized way to organize files, reducing the cognitive load of having to cherry-pick files from various locations. This makes the backup and synchronization process more efficient and less error-prone.",Backup and synchronization process,Efficiency,4,4,Observed,workaround,Data Management,N,nan,nan,nan,nan,nan,2019-06-26,github/0az,https://github.com/hashicorp/terraform/issues/15389#issuecomment-506050093,repo: hashicorp/terraform | issue: Use xdg basedir spec on linux | keyword: workaround
Prioritize `$XDG_*` directories over legacy locations for configuration files,"Using `$XDG_*` directories for configuration files is a more modern and widely accepted standard. Other projects will gracefully fall back to the legacy locations, ensuring backward compatibility.",Software configuration file placement,Efficiency,4,5,Observed,workaround,Software Development,N,nan,nan,nan,nan,nan,2019-06-30,github/0az,https://github.com/hashicorp/terraform/issues/15389#issuecomment-507049496,repo: hashicorp/terraform | issue: Use xdg basedir spec on linux | keyword: workaround
Use 'for_each' over the vault provider to reduce code redundancy,"By using 'for_each' over the vault provider, you can avoid duplicating the same piece of code for each namespace. This not only reduces the amount of code you have to write, but also makes your code easier to maintain and less prone to errors.",Reducing code redundancy in vault,Efficiency,4,4,Observed,workaround,Code Efficiency,N,nan,nan,nan,nan,nan,2020-09-16,github/rgevaert,https://github.com/hashicorp/terraform/issues/19932#issuecomment-693464489,repo: hashicorp/terraform | issue: Instantiating Multiple Providers with a loop | keyword: workaround
Use multiple providers and modules to create sets of S3 buckets across different regions.,"While provider interpolation might be cleaner, this workaround allows for the creation of multiple resources across different regions. It's a practical solution when dealing with cloud storage and data management on a global scale.",Global cloud storage management,Efficiency,4,3,Observed,workaround,Cloud Management,N,nan,nan,nan,nan,nan,2021-04-21,github/egeexyz,https://github.com/hashicorp/terraform/issues/19932#issuecomment-823748793,repo: hashicorp/terraform | issue: Instantiating Multiple Providers with a loop | keyword: workaround
Use Meta-Argument `condition` or `include_if` to avoid logical statements in `count`,This tactic works because it simplifies the code and reduces the chance of errors by replacing `count= 0 or 1 ` or `for_each empty or single item` with more intuitive Meta-Arguments. It also improves readability and maintainability of the code.,Code simplification and error reduction,Efficiency,4,4,Observed,workaround,Code Management,N,nan,nan,nan,nan,nan,2021-08-07,github/damon-atkins,https://github.com/hashicorp/terraform/issues/21953#issuecomment-894608054,repo: hashicorp/terraform | issue: `enabled` parameter to avoid logical statements in `count` | keyword: workaround
Use 'enabled = <condition>' instead of 'count = <condition> ? 1 : 0' to simplify code in Terraform.,"This approach reduces the complexity of the code and makes it more readable. It also avoids the use of logical statements in 'count', which can be confusing and prone to errors.",Simplifying Terraform code,Efficiency,4,4,Observed,workaround,Code Simplification,N,nan,nan,nan,nan,nan,2022-08-16,github/nikolay,https://github.com/hashicorp/terraform/issues/21953#issuecomment-1216071967,repo: hashicorp/terraform | issue: 'enabled' parameter to avoid logical statements in 'count' | keyword: workaround
Use 'one()' function as a workaround to avoid logical statements in 'count',"The 'one()' function can be used to extract the first item from a list, which can help in avoiding the use of logical statements in 'count'. This can simplify the code and make it more readable.",Avoiding logical statements in 'count',Efficiency,3,4,Observed,workaround,Code Simplification,N,nan,nan,nan,nan,nan,2022-08-19,github/schollii,https://github.com/hashicorp/terraform/issues/21953#issuecomment-1221169985,repo: hashicorp/terraform | issue: 'enabled' parameter to avoid logical statements in 'count' | keyword: workaround
Avoid using Terragrunt's provider caching for Terraform projects due to potential slowdowns and instability.,"Terragrunt's provider caching feature can cause Terraform projects to run slower and become unstable, as it changes the Terraform provider lock file to exact versions, which might not always be ideal for every project.",Managing Terraform projects,Efficiency,4,5,Anecdotal,warning,Project Management,N,nan,nan,nan,nan,nan,2025-01-19,github/grimm26,https://github.com/hashicorp/terraform/issues/31964#issuecomment-2600884749,repo: hashicorp/terraform | issue: Allow multiple Terraform instances to write to `plugin_cache_dir` concurrently | keyword: workaround
Avoid using `prevent_destroy` flag in Terraform for half-use cases,"The current implementation of `prevent_destroy` flag in Terraform can lead to more frustration than alleviation when used for half-use cases. It prevents you from successfully executing your tasks, instead of protecting your resources.",Terraform `prevent_destroy` flag usage,Efficiency,3,4,Observed,warning,Code Efficiency,N,nan,nan,nan,nan,nan,2015-11-12,github/ketzacoatl,https://github.com/hashicorp/terraform/issues/3874,repo: hashicorp/terraform | keyword: workaround | state: open
Use 'terraform plan -destroy' with '-keep-prevent-destroy' flag to maintain essential resources while destroying others.,"This tactic allows you to destroy most of your infrastructure while preserving certain resources. It's useful when you want to rebuild your infrastructure but need to keep some resources intact, such as Elastic IP addresses that are whitelisted.",Preserving whitelisted resources during rebuild,Efficiency,4,4,Observed,workaround,Infrastructure Management,N,nan,nan,nan,nan,nan,2015-11-16,github/mrfoobar1,https://github.com/hashicorp/terraform/issues/3874#issuecomment-157086868,repo: hashicorp/terraform | issue: prevent_destroy should let you succeed | keyword: workaround
Use `terraform destroy --ignore-prevent-destroy` command in integration test scripts to override prevent_destroy settings.,"This workaround allows for the complete destruction of all resources after running integration tests, even when prevent_destroy is set for production environments. It provides a way to manage resources that need to be preserved in production but removed in testing scenarios.",Managing resources in test environments,Efficiency,4,4,Observed,workaround,Resource Management,N,nan,nan,nan,nan,nan,2017-01-19,github/glasser,https://github.com/hashicorp/terraform/issues/3874#issuecomment-273662886,repo: hashicorp/terraform | issue: prevent_destroy should let you succeed | keyword: workaround
Use 'prevent_destroy' flag selectively to avoid unnecessary alerts and errors.,"The 'prevent_destroy' flag in Terraform is designed to prevent the accidental destruction of resources. However, it can also lead to unnecessary alerts and errors if used indiscriminately. By using it selectively, you can ensure the protection of critical resources without hindering the workflow.",Managing resources in Terraform,Efficiency,4,4,Observed,workaround,Resource Management,N,nan,nan,nan,nan,nan,2017-06-06,github/HighwayofLife,https://github.com/hashicorp/terraform/issues/3874#issuecomment-306638305,repo: hashicorp/terraform | issue: prevent_destroy should let you succeed | keyword: workaround
Avoid using reverse(list)[N-1] as a substitute for list[-N],This approach is considered an anti-pattern and may lead to inefficient code. It's better to use the built-in functionality of the language to access elements in a list.,Accessing elements in list,Efficiency,4,5,Observed,warning,Code Efficiency,N,nan,nan,nan,nan,nan,2021-07-07,github/txomon,https://github.com/hashicorp/terraform/issues/21793#issuecomment-875534495,repo: hashicorp/terraform | issue: Allow negative negative indices in slice() | keyword: workaround
Avoid making temporary workarounds permanent in your code.,"Temporary workarounds are often used to quickly solve a problem, but they may not be the most efficient or effective solution in the long run. They can lead to messy code, technical debt, and potential issues down the line.",Quick-fix coding solutions,Efficiency,4,4,Observed,warning,Code Management,N,nan,nan,nan,nan,nan,2021-07-07,github/schollii,https://github.com/hashicorp/terraform/issues/21793#issuecomment-875632796,repo: hashicorp/terraform | issue: Allow negative negative indices in slice() | keyword: workaround
Use 'MeetingConstraintsExact' instead of 'MeetingConstraints' when needing to select any prerelease that otherwise meets the constraints.,"The 'MeetingConstraintsExact' function allows for more precise selection of prereleases in module constraints, providing a workaround for situations where the broader 'MeetingConstraints' function may not yield the desired results.",Selecting prereleases in module constraints,Efficiency,4,4,Observed,workaround,Code Efficiency,N,nan,nan,nan,nan,nan,2025-05-05,github/apparentlymart,https://github.com/hashicorp/terraform/issues/36985#issuecomment-2852587893,repo: hashicorp/terraform | issue: allow optional support for matching prerelease versions in module constraints | keyword: workaround
Use absolute URLs in 'X-Terraform-Get' for consistent results,"The Terraform registry protocol defines that a path returned in 'X-Terraform-Get' from an HTTP URL is considered a relative path to the first request. Using absolute URLs ensures that the path is not misinterpreted as relative, avoiding potential inconsistencies.",Implementing Terraform registry protocol,Efficiency,4,5,Observed,workaround,Software Development,N,nan,nan,nan,nan,nan,2022-07-08,github/jbardin,https://github.com/hashicorp/terraform/issues/31404#issuecomment-1178990550,repo: hashicorp/terraform | issue: Regression due to #31237: Local paths not valid return values any more | keyword: workaround
Use a cgo-enabled build to work around DNS issues in golang projects,"Golang uses its own DNS resolver rather than the native one, which can cause issues in projects like Terraform. A cgo-enabled build can help circumvent these problems.",DNS issues in golang projects,Efficiency,4,3,Observed,workaround,Project Management,N,nan,nan,nan,nan,nan,2020-12-30,github/danieldreier,https://github.com/hashicorp/terraform/issues/27379#issuecomment-752720887,repo: hashicorp/terraform | issue: Terraform init is extremely slow | keyword: workaround
Avoid dynamic templates in `templatefile` to reduce confusion and frustration,"Dynamic templates can cause confusion and frustration due to frequent double-escaping errors and unclear error messages returned at the Terraform layer instead of at the template layer. By avoiding dynamic templates, you can reduce these issues and improve the user experience.",Designing template files in Terraform,Efficiency,3,4,Observed,workaround,Error Management,N,nan,nan,nan,nan,nan,2020-05-18,github/apparentlymart,https://github.com/hashicorp/terraform/pull/24978#issuecomment-630337484,repo: hashicorp/terraform | issue: lang/funcs: add template function | keyword: workaround
Avoid dynamic templates in Terraform to minimize confusion and frustration.,"Dynamic templates in Terraform often lead to double-escaping errors, which are returned at the Terraform layer instead of at the template rendering layer, making them difficult to interpret.",Terraform template rendering,Efficiency,3,4,Observed,workaround,Error Prevention,N,nan,nan,nan,nan,nan,2020-05-19,github/barryib,https://github.com/hashicorp/terraform/pull/24978#issuecomment-631062552,repo: hashicorp/terraform | issue: lang/funcs: add template function | keyword: workaround
Use null as default value for optional keys in Terraform to avoid errors when they are left undefined.,"In Terraform, when optional keys in object variables are left undefined, they are automatically considered as errors. However, by setting the default value as null, these keys are evaluated as null instead of causing errors. This workaround allows for smoother execution of Terraform scripts and reduces the risk of unexpected errors.",Defining optional keys in Terraform,Efficiency,4,4,Observed,workaround,Error Handling,N,nan,nan,nan,nan,nan,2025-05-16,github/tspearconquest,https://github.com/hashicorp/terraform/issues/37069,repo: hashicorp/terraform | keyword: workaround | state: closed
Use `prevent_destroy` to safeguard specific resources during code execution,"This tactic allows you to selectively protect certain resources from being destroyed during code execution, providing a level of control and safety. It prevents unintentional loss of important resources.",Code execution in resource-heavy projects,Risk,4,3,Observed,workaround,Code Management,N,nan,nan,nan,nan,nan,2017-10-09,github/ColOfAbRiX,https://github.com/hashicorp/terraform/issues/2253#issuecomment-335145477,repo: hashicorp/terraform | issue: feature request: inverse targeting / exclude | keyword: gotcha
Use `data` instead of `resource` in Terraform configurations to avoid triggering destruction of resources managed elsewhere.,"In Terraform, using `data` instead of `resource` allows you to destroy all of your resources without triggering Terraform to destroy any resource that is managed elsewhere. This workaround can help avoid unintended consequences when managing infrastructure.",Avoiding unintended resource destruction,Risk,3,4,Anecdotal,workaround,Infrastructure Management,N,nan,nan,nan,nan,nan,2018-11-26,github/zhao-li,https://github.com/hashicorp/terraform/issues/2253#issuecomment-441843773,repo: hashicorp/terraform | issue: feature request: inverse targeting / exclude | keyword: gotcha
Use 'for_each' support for modules in Terraform to manage AWS accounts,"The 'for_each' support allows you to manage multiple AWS accounts in a more efficient way. It enables you to create a new account and provision it with common standard resources, all from a variable list. This reduces the manual work and potential for errors.",Managing multiple AWS accounts,Efficiency,4,3,Observed,workaround,Cloud Management,N,nan,nan,nan,nan,nan,2020-09-04,github/gbataille,https://github.com/hashicorp/terraform/issues/24476#issuecomment-686968681,repo: hashicorp/terraform | issue: Ability to pass providers to modules in for_each | keyword: gotcha
Use 'for_each' with local variables in Terraform to pass providers to modules,This method allows you to dynamically create and manage multiple instances of a module with different configurations. It avoids hardcoding and makes your infrastructure code more flexible and reusable.,Managing multiple AWS instances,Efficiency,4,4,Observed,workaround,Infrastructure as Code,N,nan,nan,nan,nan,nan,2020-09-25,github/vivanov-dp,https://github.com/hashicorp/terraform/issues/24476#issuecomment-698825661,repo: hashicorp/terraform | issue: Ability to pass providers to modules in for_each | keyword: gotcha
Use 'dotenv' package to read .env files in Terraform,"Terraform does not natively support reading .env files, but the 'dotenv' package can be used as a workaround. This avoids the need to maintain two separate secret-variable files, increasing efficiency and reducing potential errors.",Managing secret variables in Terraform,Efficiency,4,5,Observed,workaround,Code Management,N,nan,nan,nan,nan,nan,2020-01-21,github/MagnusBrzenk,https://github.com/hashicorp/terraform/issues/23906,repo: hashicorp/terraform | keyword: gotcha | state: closed
Use a `.env` file to store and manage static assets for front-end applications.,"This approach allows you to avoid hardcoding your username and repo in the code, which can make updates and changes easier to manage. It also provides a centralized location for all static assets, which can improve organization and efficiency.",Managing static assets in front-end development,Efficiency,4,5,Observed,workaround,Code Management,N,nan,nan,nan,nan,nan,2020-01-24,github/MagnusBrzenk,https://github.com/hashicorp/terraform/issues/23906#issuecomment-578307773,repo: hashicorp/terraform | issue: Request: Enable simple/native way to read .env files | keyword: gotcha
Use simpler regex patterns when dealing with environment variables,"Complex regex patterns may not always work as expected, especially when dealing with environment variables. Simpler patterns, such as `(.*?)=(.*)`, can often be more reliable and easier to debug.",Handling environment variables,Efficiency,4,4,Observed,workaround,Debugging,N,nan,nan,nan,nan,nan,2024-01-18,github/BenJackGill,https://github.com/hashicorp/terraform/issues/23906#issuecomment-1897871720,repo: hashicorp/terraform | issue: Request: Enable simple/native way to read .env files | keyword: gotcha
Use Concourse as an alternative to Makefile for tasks that need to be done before or after the 'apply'.,"Concourse provides a more robust tooling environment for managing dependencies and executing tasks in a specific order, which is not always guaranteed with Makefile.",Managing task dependencies and order,Efficiency,4,4,Anecdotal,workaround,Task Management,N,nan,nan,nan,nan,nan,2019-09-03,github/mutt13y,https://github.com/hashicorp/terraform/issues/22036#issuecomment-527365696,repo: hashicorp/terraform | issue: depends_on should should defer interpolation | keyword: gotcha
Avoid using `base64sha256` to decode a base64-encoded string before generating a SHA256 hash.,"The `base64sha256` function calculates a SHA256 hash of a string and then base64 encodes it, rather than decoding a base64-encoded string and then generating a SHA256 hash. Using it incorrectly can lead to syntactically valid but semantically invalid results.",Hashing and encoding strings,Efficiency,4,5,Observed,warning,Data Encoding,N,nan,nan,nan,nan,nan,2022-08-31,github/apparentlymart,https://github.com/hashicorp/terraform/issues/22036#issuecomment-1233324723,repo: hashicorp/terraform | issue: depends_on should should defer interpolation | keyword: gotcha
Use hardcoded strings instead of locals in Terraform to avoid crashes,Terraform may crash when using locals due to incorrect referencing or unsupported features. Hardcoding strings can ensure the stability of the code.,Preventing Terraform code crashes,Efficiency,3,4,Observed,workaround,Code Stability,N,nan,nan,nan,nan,nan,2024-01-28,github/novekm,https://github.com/hashicorp/terraform/issues/34584#issuecomment-1913430431,repo: hashicorp/terraform | issue: `terraform test` Consistently Crashing | keyword: gotcha
Use local SSH binary instead of native Go implementation for better compatibility,"Local SSH binary is more likely to be compatible with various systems and configurations, reducing the risk of compatibility issues that can arise with the native Go implementation","Software development, system compatibility",Efficiency,4,4,Observed,workaround,System Compatibility,N,nan,nan,nan,nan,nan,2017-12-06,github/dangregorysony,https://github.com/hashicorp/terraform/issues/4523#issuecomment-349686963,repo: hashicorp/terraform | issue: Support SSH over HTTP Proxy | keyword: pro tip
